restaurant_id,name,area,address,latitude,longitude,cuisine,price_level,avg_price_per_person,rating,review_count,veg_available,ambience_tags,suitable_for,opening_hours,source_url,description,data_confidence,serves_both
R00011,Rest Up Rooftop Restaurant,Thamel,"Paknajol, Kathmandu 44600",27.7137755,85.3082028,Nepali / Multi-cuisine,medium,800,5.0,164.0,True,"rooftop,view","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Rest%20Up%20Rooftop%20Restaurant%20Thamel%20Kathmandu,"Rest Up Rooftop Restaurant is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 5.0/5 on Google from 164 reviews. Data sourced from Google Places.",verified_google_places,True
R00012,Rooftop Restaurant and Cafe Thamel,Thamel,"P884+78F, Kathmandu 44600",27.7156784,85.3057892,Nepali / Multi-cuisine,medium,800,5.0,12.0,True,"rooftop,view,cozy,casual","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Rooftop%20Restaurant%20and%20Cafe%20Thamel%20Thamel%20Kathmandu,"Rooftop Restaurant and Cafe Thamel is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 5.0/5 on Google from 12 reviews. Data sourced from Google Places.",verified_google_places,True
R00013,Kathmandu Rooftop Restaurant and Bar,Thamel,"Kaldhara Marg, Kathmandu 44600",27.7162681,85.3082488,Nepali / Multi-cuisine,medium,800,4.7,60.0,True,"rooftop,view,bar,nightlife","family,date,friends",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Kathmandu%20Rooftop%20Restaurant%20and%20Bar%20Thamel%20Kathmandu,"Kathmandu Rooftop Restaurant and Bar is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 4.7/5 on Google from 60 reviews. Data sourced from Google Places.",verified_google_places,True
R00014,The Rooftop Lounge and Shisha,Thamel,"Chhusya Galli, Kathmandu 44600",27.7119393,85.3131112,Nepali / Multi-cuisine,medium,800,4.8,76.0,True,"rooftop,view,bar,nightlife","family,date,friends",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=The%20Rooftop%20Lounge%20and%20Shisha%20Thamel%20Kathmandu,"The Rooftop Lounge and Shisha is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 4.8/5 on Google from 76 reviews. Data sourced from Google Places.",verified_google_places,True
R00015,Temple Town Rooftop Restaurant & Bar,Thamel,Kathmandu 44600,27.715722,85.307887,Nepali / Multi-cuisine,medium,800,4.7,322.0,True,"rooftop,view,bar,nightlife","family,date,friends",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Temple%20Town%20Rooftop%20Restaurant%20%26%20Bar%20Thamel%20Kathmandu,"Temple Town Rooftop Restaurant & Bar is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 4.7/5 on Google from 322 reviews. Data sourced from Google Places.",verified_google_places,True
R00016,Cheers and Beers Rooftop Bar,Thamel,"Chhusya Galli, Kathmandu 44600",27.7115821,85.313147,Nepali / Multi-cuisine,medium,800,5.0,41.0,True,"rooftop,view,bar,nightlife","family,date,friends",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Cheers%20and%20Beers%20Rooftop%20Bar%20Thamel%20Kathmandu,"Cheers and Beers Rooftop Bar is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 5.0/5 on Google from 41 reviews. Data sourced from Google Places.",verified_google_places,True
R00017,Third Eye Restaurant,Thamel,"JP Rd, Kathmandu 44600",27.7144515,85.31008,Indian,medium,800,4.4,1869.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Third%20Eye%20Restaurant%20Thamel%20Kathmandu,"Third Eye Restaurant is a indian spot in Thamel, Kathmandu, rated 4.4/5 on Google from 1869 reviews. Data sourced from Google Places.",verified_google_places,False
R00018,Kathmandu Indian Kitchen,Thamel,"Thamel Marg, Kathmandu 44600",27.7170588,85.311685,Indian,medium,800,4.5,42.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Kathmandu%20Indian%20Kitchen%20Thamel%20Kathmandu,"Kathmandu Indian Kitchen is a indian spot in Thamel, Kathmandu, rated 4.5/5 on Google from 42 reviews. Data sourced from Google Places.",verified_google_places,False
R00019,Western Tandoori & Naan House,Thamel,"Amrit Marg, Kathmandu 44600",27.7150773,85.3126649,Indian,medium,800,4.5,1720.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Western%20Tandoori%20%26%20Naan%20House%20Thamel%20Kathmandu,"Western Tandoori & Naan House is a indian spot in Thamel, Kathmandu, rated 4.5/5 on Google from 1720 reviews. Data sourced from Google Places.",verified_google_places,False
R00020,Green Villy Restaurant,Thamel,"P885, Paknajol Marg, Kathmandu 44600",27.7165105,85.3087501,Nepali / Multi-cuisine,medium,800,4.8,2190.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Green%20Villy%20Restaurant%20Thamel%20Kathmandu,"Green Villy Restaurant is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 4.8/5 on Google from 2190 reviews. Data sourced from Google Places.",verified_google_places,True
R00021,Swarga Pure Vegetarian Restaurant,Thamel,"Paryatan Marg, Kathmandu 44600",27.7146942,85.3109964,Vegetarian / Indian,medium,800,4.8,2265.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Swarga%20Pure%20Vegetarian%20Restaurant%20Thamel%20Kathmandu,"Swarga Pure Vegetarian Restaurant is a vegetarian / indian spot in Thamel, Kathmandu, rated 4.8/5 on Google from 2265 reviews. Data sourced from Google Places.",verified_google_places,False
R00022,Moti Mahal Vegetarian Restaurant,Durbar Marg,"Durbar Marg, Kathmandu 44600",27.7119078,85.3174512,Vegetarian / Indian,medium,800,4.3,904.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Moti%20Mahal%20Vegetarian%20Restaurant%20Durbar%20Marg%20Kathmandu,"Moti Mahal Vegetarian Restaurant is a vegetarian / indian spot in Durbar Marg, Kathmandu, rated 4.3/5 on Google from 904 reviews. Data sourced from Google Places.",verified_google_places,False
R00023,Mehfil E Rasoi,Thamel,Kathmandu 44600,27.7118887,85.3113959,Indian,medium,800,4.5,173.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Mehfil%20E%20Rasoi%20Thamel%20Kathmandu,"Mehfil E Rasoi is a indian spot in Thamel, Kathmandu, rated 4.5/5 on Google from 173 reviews. Data sourced from Google Places.",verified_google_places,False
R00024,Fu Sheng Chinese Restaurant,Durbar Marg,"Hotel Woodland, Durbar Marg, Kathmandu 44601",27.7099695,85.3171349,Chinese,medium,800,4.8,135.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Fu%20Sheng%20Chinese%20Restaurant%20Durbar%20Marg%20Kathmandu,"Fu Sheng Chinese Restaurant is a chinese spot in Durbar Marg, Kathmandu, rated 4.8/5 on Google from 135 reviews. Data sourced from Google Places.",verified_google_places,False
R00025,Dongfang Palace Noodles,Thamel,"Jyatha Marg, Kathmandu 44600",27.7133633,85.3123278,Chinese,medium,800,4.6,222.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Dongfang%20Palace%20Noodles%20Thamel%20Kathmandu,"Dongfang Palace Noodles is a chinese spot in Thamel, Kathmandu, rated 4.6/5 on Google from 222 reviews. Data sourced from Google Places.",verified_google_places,False
R00026,Weldren Dragon Chinese Restaurant,Thamel,"Kwabal, Kathmandu 44600",27.711908,85.3110717,Chinese,medium,800,4.5,471.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Weldren%20Dragon%20Chinese%20Restaurant%20Thamel%20Kathmandu,"Weldren Dragon Chinese Restaurant is a chinese spot in Thamel, Kathmandu, rated 4.5/5 on Google from 471 reviews. Data sourced from Google Places.",verified_google_places,False
R00027,Kungfu Noodles,Thamel,Kathmandu 44600,27.7122735,85.3102415,Chinese,low,400,4.0,722.0,False,"casual,local-favourite","family,budget-group",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Kungfu%20Noodles%20Thamel%20Kathmandu,"Kungfu Noodles is a chinese spot in Thamel, Kathmandu, rated 4.0/5 on Google from 722 reviews. Data sourced from Google Places.",verified_google_places,False
R00028,Supper Club,Thamel,"Chaksibari, Kathmandu 44600",27.7152911,85.3104372,Chinese,medium,800,4.3,389.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Supper%20Club%20Thamel%20Kathmandu,"Supper Club is a chinese spot in Thamel, Kathmandu, rated 4.3/5 on Google from 389 reviews. Data sourced from Google Places.",verified_google_places,False
R00029,Trisara The Baking Factory Thamel,Thamel,"Chaksibari Marg, Kathmandu 44600",27.7149156,85.3102438,Bakery / Cafe,medium,800,4.0,228.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Trisara%20The%20Baking%20Factory%20Thamel%20Thamel%20Kathmandu,"Trisara The Baking Factory Thamel is a bakery / cafe spot in Thamel, Kathmandu, rated 4.0/5 on Google from 228 reviews. Data sourced from Google Places.",verified_google_places,False
R00030,Local Thakali,Naxal,Kathmandu 44600,27.7174993,85.3289087,Nepali / Multi-cuisine,medium,800,4.8,6961.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Local%20Thakali%20Naxal%20Kathmandu,"Local Thakali is a nepali / multi-cuisine spot in Naxal, Kathmandu, rated 4.8/5 on Google from 6961 reviews. Data sourced from Google Places.",verified_google_places,True
R00031,Michael Grills,Naxal,Kathmandu 44600,27.7172793,85.3276214,BBQ / Sekuwa,medium,800,4.1,150.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Michael%20Grills%20Naxal%20Kathmandu,"Michael Grills is a bbq / sekuwa spot in Naxal, Kathmandu, rated 4.1/5 on Google from 150 reviews. Data sourced from Google Places.",verified_google_places,False
R00032,Cafe Deja Vu Naxal,Naxal,"Narayan Chour, Kathmandu 44600",27.716111,85.3255258,Nepali / Multi-cuisine,medium,800,4.3,6.0,True,"cozy,casual",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Cafe%20Deja%20Vu%20Naxal%20Naxal%20Kathmandu,"Cafe Deja Vu Naxal is a nepali / multi-cuisine spot in Naxal, Kathmandu, rated 4.3/5 on Google from 6 reviews. Data sourced from Google Places.",verified_google_places,True
R00033,Haopin Hotpot,Naxal,"Narayan Chaur, Kathmandu 44600",27.7161209,85.3253352,Chinese,medium,800,4.2,704.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Haopin%20Hotpot%20Naxal%20Kathmandu,"Haopin Hotpot is a chinese spot in Naxal, Kathmandu, rated 4.2/5 on Google from 704 reviews. Data sourced from Google Places.",verified_google_places,False
R00034,Falo Thakali Ghar,Thamel,"Chaksibari Marg, Kathmandu 44600",27.7143443,85.3097263,Nepali / Multi-cuisine,medium,800,4.9,252.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Falo%20Thakali%20Ghar%20Thamel%20Kathmandu,"Falo Thakali Ghar is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 4.9/5 on Google from 252 reviews. Data sourced from Google Places.",verified_google_places,True
R00035,Khohang - Taste of Thakali,Thamel,"Amrit Marg, Kathmandu 44600",27.7168996,85.3130622,Nepali / Multi-cuisine,medium,800,4.7,761.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Khohang%20-%20Taste%20of%20Thakali%20Thamel%20Kathmandu,"Khohang - Taste of Thakali is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 4.7/5 on Google from 761 reviews. Data sourced from Google Places.",verified_google_places,True
R00036,Bagaan Thakali Kitchen,Thamel,"Tridevi Sadak, Kathmandu 44600",27.7141148,85.3132159,Nepali / Multi-cuisine,medium,800,4.6,1300.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Bagaan%20Thakali%20Kitchen%20Thamel%20Kathmandu,"Bagaan Thakali Kitchen is a nepali / multi-cuisine spot in Thamel, Kathmandu, rated 4.6/5 on Google from 1300 reviews. Data sourced from Google Places.",verified_google_places,True
R00037,Krishnarpan Nepali Restaurant,Battisputali,"Battisputali Rd, Kathmandu 44600",27.7047232,85.3424111,Nepali / Multi-cuisine,high,3000,4.5,287.0,True,"upscale,fine-dining","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Krishnarpan%20Nepali%20Restaurant%20Battisputali%20Kathmandu,"Krishnarpan Nepali Restaurant is a nepali / multi-cuisine spot in Battisputali, Kathmandu, rated 4.5/5 on Google from 287 reviews. Data sourced from Google Places.",verified_google_places,True
R00038,Bhojan Griha,Dilli Bazar,"Dilli Bazar Height Marg, Kathmandu 44600",27.7064375,85.3254375,Nepali / Multi-cuisine,high,1500,4.2,695.0,True,"upscale,fine-dining","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Bhojan%20Griha%20Dilli%20Bazar%20Kathmandu,"Bhojan Griha is a nepali / multi-cuisine spot in Dilli Bazar, Kathmandu, rated 4.2/5 on Google from 695 reviews. Data sourced from Google Places.",verified_google_places,True
R00039,Kakori,Tahachal,"The Soaltee Kathmandu, Tahachal Marg, Kathmandu 44600",27.7001009,85.2920847,Continental / Fine Dining,high,3000,4.6,60.0,False,"upscale,fine-dining","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Kakori%20Tahachal%20Kathmandu,"Kakori is a continental / fine dining spot in Tahachal, Kathmandu, rated 4.6/5 on Google from 60 reviews. Data sourced from Google Places.",verified_google_places,False
R00040,Edamame,Baluwatar,"Manakamana Marg, Kathmandu 44600",27.7128599,85.3243183,Asian Fusion,high,3000,4.5,47.0,False,"upscale,fine-dining","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Edamame%20Baluwatar%20Kathmandu,"Edamame is a asian fusion spot in Baluwatar, Kathmandu, rated 4.5/5 on Google from 47 reviews. Data sourced from Google Places.",verified_google_places,False
R00041,Le Sherpa Restaurant,Maharajgunj,"Opp President's House, Kathmandu 44600",27.7314672,85.3277352,Continental / Fine Dining,high,1500,4.3,1169.0,False,"upscale,fine-dining","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Le%20Sherpa%20Restaurant%20Maharajgunj%20Kathmandu,"Le Sherpa Restaurant is a continental / fine dining spot in Maharajgunj, Kathmandu, rated 4.3/5 on Google from 1169 reviews. Data sourced from Google Places.",verified_google_places,False
R00042,Walnut Bistro,Maharajgunj,"Do-Cha Marga, Kathmandu 44600",27.7306402,85.3272636,Continental / Fine Dining,medium,800,4.7,3216.0,False,"upscale,fine-dining","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Walnut%20Bistro%20Maharajgunj%20Kathmandu,"Walnut Bistro is a continental / fine dining spot in Maharajgunj, Kathmandu, rated 4.7/5 on Google from 3216 reviews. Data sourced from Google Places.",verified_google_places,False
R00043,Nina's,Maharajgunj,"Shanti Priya Marg, Kathmandu 44600",27.7367593,85.3347762,Nepali / Multi-cuisine,medium,800,4.3,1007.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Nina%27s%20Maharajgunj%20Kathmandu,"Nina's is a nepali / multi-cuisine spot in Maharajgunj, Kathmandu, rated 4.3/5 on Google from 1007 reviews. Data sourced from Google Places.",verified_google_places,True
R00044,Hokkaido Sora,Maharajgunj,Kathmandu 44600,27.7374204,85.333248,Japanese,high,1500,4.8,395.0,False,"upscale,fine-dining","family,date",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Hokkaido%20Sora%20Maharajgunj%20Kathmandu,"Hokkaido Sora is a japanese spot in Maharajgunj, Kathmandu, rated 4.8/5 on Google from 395 reviews. Data sourced from Google Places.",verified_google_places,False
R00045,Apricus Garden Restaurant,Baluwatar,Kathmandu 44600,27.7162116,85.3325951,Cafe,medium,800,4.7,1551.0,False,"cozy,casual,garden-seating","family,solo",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Apricus%20Garden%20Restaurant%20Baluwatar%20Kathmandu,"Apricus Garden Restaurant is a cafe spot in Baluwatar, Kathmandu, rated 4.7/5 on Google from 1551 reviews. Data sourced from Google Places.",verified_google_places,False
R00046,De Silauta Kitchen,Maharajgunj,Kathmandu 44600,27.7313792,85.3268055,Nepali / Multi-cuisine,medium,800,4.3,98.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=De%20Silauta%20Kitchen%20Maharajgunj%20Kathmandu,"De Silauta Kitchen is a nepali / multi-cuisine spot in Maharajgunj, Kathmandu, rated 4.3/5 on Google from 98 reviews. Data sourced from Google Places.",verified_google_places,True
R00047,Kaveri Spicy Heaven Restaurant and Bar,Basundhara,"Basundhara Marga, Kathmandu 44600",27.7409367,85.3345949,Nepali / Multi-cuisine,medium,800,4.2,59.0,True,"bar,nightlife","family,friends",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Kaveri%20Spicy%20Heaven%20Restaurant%20and%20Bar%20Basundhara%20Kathmandu,"Kaveri Spicy Heaven Restaurant and Bar is a nepali / multi-cuisine spot in Basundhara, Kathmandu, rated 4.2/5 on Google from 59 reviews. Data sourced from Google Places.",verified_google_places,True
R00048,Copacabana Kathmandu Restaurant,Gairidhara,"Gairidhara Sadak, Kathmandu 44600",27.7172725,85.3260166,Latin American,medium,800,4.3,182.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Copacabana%20Kathmandu%20Restaurant%20Gairidhara%20Kathmandu,"Copacabana Kathmandu Restaurant is a latin american spot in Gairidhara, Kathmandu, rated 4.3/5 on Google from 182 reviews. Data sourced from Google Places.",verified_google_places,False
R00049,The Urvin's Garden Restaurant,Baluwatar,"Bishal Nagar Marg, Kathmandu 44600",27.7195427,85.3316893,Italian,medium,800,4.6,1628.0,False,garden-seating,family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=The%20Urvin%27s%20Garden%20Restaurant%20Baluwatar%20Kathmandu,"The Urvin's Garden Restaurant is a italian spot in Baluwatar, Kathmandu, rated 4.6/5 on Google from 1628 reviews. Data sourced from Google Places.",verified_google_places,False
R00050,1905 Suites & Restaurant,Baluwatar,"Nagpokhari Marg, Kathmandu 44600",27.7145243,85.324938,Nepali / Multi-cuisine,medium,800,4.2,712.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=1905%20Suites%20%26%20Restaurant%20Baluwatar%20Kathmandu,"1905 Suites & Restaurant is a nepali / multi-cuisine spot in Baluwatar, Kathmandu, rated 4.2/5 on Google from 712 reviews. Data sourced from Google Places.",verified_google_places,True
R00051,La Terrasse,Chundevi,"Chundevi, Kathmandu 44600",27.7341736,85.3366555,Cafe,medium,800,4.2,226.0,False,"cozy,casual","family,solo",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=La%20Terrasse%20Chundevi%20Kathmandu,"La Terrasse is a cafe spot in Chundevi, Kathmandu, rated 4.2/5 on Google from 226 reviews. Data sourced from Google Places.",verified_google_places,False
R00052,European Bakery,Baluwatar,"484 Lamtangin Marg, Kathmandu 44600",27.7278233,85.3342567,Bakery / Cafe,medium,800,4.3,1924.0,False,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=European%20Bakery%20Baluwatar%20Kathmandu,"European Bakery is a bakery / cafe spot in Baluwatar, Kathmandu, rated 4.3/5 on Google from 1924 reviews. Data sourced from Google Places.",verified_google_places,False
R00053,Lekali Thakali (Dhumbarahi),Dhumbarahi,"Ring Rd, Kathmandu 44600",27.733708,85.3434731,Nepali / Multi-cuisine,medium,800,4.7,773.0,True,"bar,nightlife","family,friends",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Lekali%20Thakali%20%28Dhumbarahi%29%20Dhumbarahi%20Kathmandu,"Lekali Thakali (Dhumbarahi) is a nepali / multi-cuisine spot in Dhumbarahi, Kathmandu, rated 4.7/5 on Google from 773 reviews. Data sourced from Google Places.",verified_google_places,True
R00054,Hajipur Cafe and Restaurant,Chabahil,"Charumati Bihar, Kathmandu 44600",27.7157564,85.3451132,Nepali / Multi-cuisine,medium,800,4.5,95.0,True,"cozy,casual",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Hajipur%20Cafe%20and%20Restaurant%20Chabahil%20Kathmandu,"Hajipur Cafe and Restaurant is a nepali / multi-cuisine spot in Chabahil, Kathmandu, rated 4.5/5 on Google from 95 reviews. Data sourced from Google Places.",verified_google_places,True
R00055,Aone Cafe Chabahil,Chabahil,"Opposite Nabil Bank, Chabahil Marg, Kathmandu 44602",27.7195277,85.3466669,Nepali / Multi-cuisine,medium,800,3.7,541.0,True,"cozy,casual",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Aone%20Cafe%20Chabahil%20Chabahil%20Kathmandu,"Aone Cafe Chabahil is a nepali / multi-cuisine spot in Chabahil, Kathmandu, rated 3.7/5 on Google from 541 reviews. Data sourced from Google Places.",verified_google_places,True
R00056,Frango,Chabahil,Kathmandu 44600,27.7161721,85.3441012,Nepali / Multi-cuisine,medium,800,4.3,280.0,True,"casual,local-favourite",family,Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Frango%20Chabahil%20Kathmandu,"Frango is a nepali / multi-cuisine spot in Chabahil, Kathmandu, rated 4.3/5 on Google from 280 reviews. Data sourced from Google Places.",verified_google_places,True
R00057,Nimto Restaurant & Lounge,Chabahil,"Chabahil Chowk, Chabahil Plaza, Kathmandu 44600",27.717002,85.3470485,Cafe,medium,800,4.4,195.0,False,"cozy,casual,bar,nightlife","family,friends,solo",Hours vary by day; check source link before visiting,https://www.google.com/maps/search/?api=1&query=Nimto%20Restaurant%20%26%20Lounge%20Chabahil%20Kathmandu,"Nimto Restaurant & Lounge is a cafe spot in Chabahil, Kathmandu, rated 4.4/5 on Google from 195 reviews. Data sourced from Google Places.",verified_google_places,False
